policy_id,customer_id,agent_id,product_type,policy_start_date,policy_end_date,annual_premium,sum_insured,payment_frequency,policy_status,renewal_flag,source_updated_at
POL0001777,CUST001407,AGT0062,Travel,2024-08-10,2024-11-03,696.08,125829.95,Monthly,Cancelled,0,2026-08-01
POL0001778,CUST004785,AGT0006,Life,2024-05-13,2025-06-12,5837.7,899858.24,Semi-Annual,Renewed,1,2026-08-01
POL0001779,CUST005637,AGT0050,Medical,2025-08-22,2026-08-14,3291.22,394534.66,Monthly,Active,0,2026-08-01
POL0001780,CUST000210,AGT0047,Life,2024-03-07,2025-03-14,3060.11,322807.24,Monthly,Cancelled,0,2026-08-01
POL0001781,CUST000821,AGT0042,Medical,2024-09-12,2025-09-18,2693.3,160982.43,Monthly,Renewed,1,2026-08-01
POL0001782,CUST003765,AGT0058,Motor,2025-04-05,2026-04-10,2025.81,84872.82,Monthly,Renewed,1,2026-08-01
POL0001783,CUST005279,AGT0036,Motor,2026-01-24,2027-02-12,2438.44,55899.47,Annual,Active,0,2026-08-01
POL0001784,CUST001902,AGT0057,Motor,2024-08-21,2025-09-08,2100.81,117640.26,Semi-Annual,Expired,0,2026-08-01
POL0001785,CUST005052,AGT0038,Life,2023-06-27,2024-07-21,5788.21,1100142.15,Monthly,Renewed,1,2026-08-01
POL0001786,CUST000028,AGT0076,Motor,2025-01-01,2026-01-24,1325.55,56330.01,Annual,Expired,0,2026-08-01
POL0001787,CUST004463,AGT0067,Travel,2023-01-23,2023-02-28,406.22,21698.35,Quarterly,Renewed,1,2026-08-01
POL0001788,CUST005659,AGT0005,Motor,2025-05-17,2026-05-08,2144.37,117061.89,Semi-Annual,Renewed,1,2026-08-01
POL0001789,CUST002981,AGT0013,Life,2025-04-24,2026-05-06,6250.78,1473619.02,Semi-Annual,Renewed,1,2026-08-01
POL0001790,CUST003506,AGT0032,Medical,2023-06-18,2024-07-07,3151.32,197290.47,Monthly,Expired,0,2026-08-01
POL0001791,CUST001551,AGT0005,Motor,2024-10-13,2025-09-25,832.89,121491.22,Annual,Expired,0,2026-08-01
POL0001792,CUST004712,AGT0006,Medical,2023-08-23,2024-09-10,4719.94,71576.91,Semi-Annual,Expired,0,2026-08-01
POL0001793,CUST004986,AGT0001,Home,2024-12-24,2026-01-04,445.82,546418.2,Monthly,Expired,0,2026-08-01
POL0001794,CUST005000,AGT0072,Home,2023-03-04,2024-03-02,1094.53,539207.24,Monthly,Expired,0,2026-08-01
POL0001795,CUST005005,AGT0040,Motor,2024-11-13,2025-10-29,1662.66,110763.72,Annual,Renewed,1,2026-08-01
POL0001796,CUST000464,AGT0063,Medical,2024-07-16,2025-07-19,5040.82,268581.74,Annual,Expired,0,2026-08-01
POL0001797,CUST003152,AGT0066,Motor,2023-06-15,2024-06-16,1024.58,92086.46,Annual,Renewed,1,2026-08-01
POL0001798,CUST003056,AGT0014,Medical,2025-08-21,2026-08-04,3789.5,439214.95,Quarterly,Active,0,2026-08-01
POL0001799,CUST000286,AGT0054,Medical,2025-12-29,2026-12-28,2306.22,55968.83,Semi-Annual,Active,0,2026-08-01
POL0001800,CUST004807,AGT0050,Home,2024-12-28,2025-12-29,951.05,387255.49,Quarterly,Cancelled,0,2026-08-01
POL0001801,CUST001158,AGT0080,Life,2024-11-11,2025-12-03,3615.29,683362.09,Annual,Renewed,1,2026-08-01
POL0001802,CUST002550,AGT0070,Motor,2024-04-11,2025-03-18,1427.35,152613.08,Annual,Renewed,1,2026-08-01
POL0001803,CUST000337,AGT0049,Home,2023-12-27,2025-01-03,1620.2,399516.94,Monthly,Expired,0,2026-08-01
POL0001804,CUST004736,AGT0055,Life,2023-01-16,2023-12-17,5384.12,224994.52,Monthly,Expired,0,2026-08-01
POL0001805,CUST001080,AGT0041,Motor,2024-09-18,2025-08-30,2418.1,39605.87,Annual,Expired,0,2026-08-01
POL0001806,CUST003100,AGT0047,Travel,2024-10-27,2025-01-09,699.18,35643.28,Annual,Expired,0,2026-08-01
POL0001807,CUST003051,AGT0047,Medical,2023-02-10,2024-02-16,2750.25,321739.4,Annual,Expired,0,2026-08-01
POL0001808,CUST000576,AGT0071,Medical,2024-03-04,2025-02-12,1258.84,288563.23,Quarterly,Expired,0,2026-08-01
POL0001809,CUST005126,AGT0071,Motor,2025-01-03,2026-01-10,1337.89,59891.69,Annual,Expired,0,2026-08-01
POL0001810,CUST000040,AGT0018,Motor,2023-11-09,2024-12-06,1422.26,50230.1,Annual,Expired,0,2026-08-01
POL0001811,CUST003920,AGT0002,Motor,2025-02-13,2026-02-02,983.46,165527.83,Annual,Renewed,1,2026-08-01
POL0001812,CUST001033,AGT0021,Travel,2024-08-13,2024-09-15,181.79,96173.01,Annual,Expired,0,2026-08-01
POL0001813,CUST003606,AGT0038,Motor,2026-04-30,2027-04-12,841.4,154934.13,Semi-Annual,Active,0,2026-08-01
POL0001814,CUST001355,AGT0018,Medical,2023-08-11,2024-07-30,2842.24,169048.67,Quarterly,Cancelled,0,2026-08-01
POL0001815,CUST004488,AGT0033,Home,2023-02-18,2024-03-14,554.5,469241.22,Annual,Cancelled,0,2026-08-01
POL0001816,CUST003384,AGT0035,Home,2024-02-25,2025-01-28,707.2,290734.48,Annual,Renewed,1,2026-08-01
POL0001817,CUST003840,AGT0077,Travel,2025-11-12,2026-01-26,439.76,40744.48,Semi-Annual,Expired,0,2026-08-01
POL0001818,CUST005923,AGT0036,Travel,2026-04-25,2026-05-03,189.61,70595.12,Monthly,Cancelled,0,2026-08-01
POL0001819,CUST002661,AGT0015,Home,2025-04-02,2026-03-07,398.18,82549.93,Monthly,Cancelled,0,2026-08-01
POL0001820,CUST004554,AGT0033,Travel,2025-03-09,2025-04-30,664.97,135694.24,Annual,Renewed,1,2026-08-01
POL0001821,CUST004893,AGT0003,Medical,2025-08-04,2026-08-07,4718.61,252434.09,Quarterly,Active,0,2026-08-01
POL0001822,CUST001948,AGT0003,Motor,2026-07-17,2027-06-20,1407.73,39772.48,Annual,Active,0,2026-08-01
POL0001823,CUST001862,AGT0051,Motor,2026-05-16,2027-05-01,1632.63,94718.29,Monthly,Active,0,2026-08-01
POL0001824,CUST004236,AGT0021,Medical,2025-03-31,2026-04-18,2210.5,441735.23,Annual,Expired,0,2026-08-01
POL0001825,CUST005569,AGT0051,Motor,2024-04-04,2025-04-02,1631.53,173174.16,Quarterly,Expired,0,2026-08-01
POL0001826,CUST000090,AGT0003,Medical,2023-05-07,2024-05-17,1373.64,50785.16,Monthly,Expired,0,2026-08-01
POL0001827,CUST000698,AGT0026,Motor,2023-08-06,2024-07-18,1627.09,175954.03,Monthly,Expired,0,2026-08-01
POL0001828,CUST001014,AGT0046,Medical,2025-05-20,2026-06-15,2937.81,195622.79,Monthly,Renewed,1,2026-08-01
POL0001829,CUST003827,AGT0044,Medical,2023-04-03,2024-03-22,2289.65,368149.96,Quarterly,Expired,0,2026-08-01
POL0001830,CUST002524,AGT0048,Motor,2026-02-05,2027-03-05,2362.43,140442.9,Annual,Active,0,2026-08-01
POL0001831,CUST003004,AGT0048,Life,2024-09-16,2025-09-07,3636.64,1369055.13,Annual,Renewed,1,2026-08-01
POL0001832,CUST001903,AGT0026,Motor,2026-04-07,2027-04-20,1067.01,85560.46,Quarterly,Active,0,2026-08-01
POL0001833,CUST002555,AGT0029,Medical,2026-01-30,2027-02-01,4152.33,394829.4,Annual,Active,0,2026-08-01
POL0001834,CUST004649,AGT0033,Motor,2024-12-25,2025-12-30,1063.47,129638.65,Annual,Expired,0,2026-08-01
POL0001835,CUST002579,AGT0034,Life,2024-07-13,2025-06-13,1695.16,555558.53,Monthly,Expired,0,2026-08-01
POL0001836,CUST002358,AGT0063,Travel,2023-06-07,2023-08-12,351.4,127398.67,Monthly,Renewed,1,2026-08-01
POL0001837,CUST000254,AGT0012,Motor,2026-06-13,2027-06-06,2235.15,162686.88,Annual,Active,0,2026-08-01
POL0001838,CUST002270,AGT0045,Travel,2025-04-20,2025-05-01,811.54,93692.31,Quarterly,Renewed,1,2026-08-01
POL0001839,CUST004510,AGT0062,Travel,2024-06-27,2024-07-21,579.81,126484.52,Annual,Renewed,1,2026-08-01
POL0001840,CUST000823,AGT0028,Home,2023-07-06,2024-07-20,1642.57,592359.13,Semi-Annual,Renewed,1,2026-08-01
POL0001841,CUST002115,AGT0032,Travel,2026-01-22,2026-03-21,509.24,122586.24,Monthly,Renewed,1,2026-08-01
POL0001842,CUST001712,AGT0055,Medical,2023-03-15,2024-04-09,1799.39,328169.24,Quarterly,Expired,0,2026-08-01
POL0001843,CUST002860,AGT0052,Motor,2025-05-23,2026-05-05,1817.15,130878.39,Monthly,Renewed,1,2026-08-01
POL0001844,CUST004929,AGT0045,Motor,2023-10-04,2024-09-10,2125.5,26012.26,Semi-Annual,Renewed,1,2026-08-01
POL0001845,CUST005086,AGT0035,Motor,2025-04-06,2026-04-06,934.82,35419.12,Monthly,Renewed,1,2026-08-01
POL0001846,CUST002303,AGT0004,Medical,2023-05-07,2024-04-23,2763.05,236059.21,Quarterly,Renewed,1,2026-08-01
POL0001847,CUST003463,AGT0013,Home,2025-11-16,2026-11-06,426.35,727293.47,Monthly,Active,0,2026-08-01
POL0001848,CUST004906,AGT0039,Motor,2024-08-05,2025-08-12,1514.02,30189.2,Annual,Renewed,1,2026-08-01
POL0001849,CUST005109,AGT0057,Medical,2024-07-20,2025-06-17,3363.31,56148.7,Quarterly,Renewed,1,2026-08-01
POL0001850,CUST003616,AGT0017,Home,2026-05-18,2027-05-11,1376.49,258821.59,Annual,Active,0,2026-08-01
POL0001851,CUST000823,AGT0034,Motor,2023-08-30,2024-08-22,1439.73,157652.67,Annual,Expired,0,2026-08-01
POL0001852,CUST002261,AGT0020,Motor,2025-05-13,2026-04-09,1020.18,161945.5,Annual,Expired,0,2026-08-01
POL0001853,CUST001691,AGT0015,Motor,2025-01-14,2026-01-23,1691.08,67100.32,Annual,Cancelled,0,2026-08-01
POL0001854,CUST004081,AGT0072,Motor,2025-06-26,2026-07-15,1032.67,129090.0,Monthly,Renewed,1,2026-08-01
POL0001855,CUST001368,AGT0075,Medical,2025-05-06,2026-06-02,1406.32,366532.42,Monthly,Renewed,1,2026-08-01
POL0001856,CUST000207,AGT0079,Medical,2025-11-16,2026-12-13,4076.26,50418.5,Monthly,Cancelled,0,2026-08-01
POL0001857,CUST005319,AGT0072,Life,2024-04-06,2025-03-09,4730.15,623775.47,Quarterly,Renewed,1,2026-08-01
POL0001858,CUST000664,AGT0033,Motor,2023-11-09,2024-10-20,1755.16,44014.31,Quarterly,Expired,0,2026-08-01
POL0001859,CUST004690,AGT0059,Life,2025-06-05,2026-05-29,2172.57,584625.3,Annual,Expired,0,2026-08-01
POL0001860,CUST005730,AGT0023,Motor,2025-01-18,2026-01-21,2456.65,62434.78,Annual,Renewed,1,2026-08-01
POL0001861,CUST005005,AGT0047,Medical,2026-04-07,2027-05-04,4613.69,84329.1,Monthly,Active,0,2026-08-01
POL0001862,CUST002933,AGT0021,Motor,2025-07-20,2026-07-02,2317.06,177765.45,Annual,Expired,0,2026-08-01
POL0001863,CUST003413,AGT0051,Travel,2023-11-06,2023-12-21,111.57,85149.33,Monthly,Renewed,1,2026-08-01
POL0001864,CUST004308,AGT0034,Life,2024-02-02,2025-02-10,1619.07,303027.98,Monthly,Renewed,1,2026-08-01
POL0001865,CUST001325,AGT0029,Motor,2025-06-22,2026-07-15,1648.4,57503.95,Semi-Annual,Renewed,1,2026-08-01
POL0001866,CUST002538,AGT0007,Life,2024-05-21,2025-06-01,2872.14,151513.82,Monthly,Renewed,1,2026-08-01
POL0001867,CUST002262,AGT0022,Medical,2026-04-23,2027-05-03,2411.67,185031.06,Annual,Active,0,2026-08-01
POL0001868,CUST001639,AGT0036,Travel,2025-07-05,2025-08-29,620.62,28374.64,Annual,Expired,0,2026-08-01
POL0001869,CUST003302,AGT0048,Home,2024-04-29,2025-05-21,1703.07,283007.32,Quarterly,Expired,0,2026-08-01
POL0001870,CUST002522,AGT0067,Motor,2025-11-22,2026-12-14,1885.8,89655.89,Annual,Active,0,2026-08-01
POL0001871,CUST000114,AGT0060,Medical,2025-06-26,2026-07-11,1120.83,352252.21,Monthly,Expired,0,2026-08-01
POL0001872,CUST000547,AGT0044,Motor,2024-04-17,2025-04-03,872.25,153203.53,Monthly,Expired,0,2026-08-01
POL0001873,CUST003838,AGT0040,Life,2024-07-08,2025-06-07,2542.92,177132.18,Quarterly,Expired,0,2026-08-01
POL0001874,CUST003310,AGT0038,Motor,2025-03-28,2026-04-13,816.25,59459.86,Annual,Renewed,1,2026-08-01
POL0001875,CUST005130,AGT0072,Medical,2023-11-19,2024-12-03,1581.86,111038.14,Semi-Annual,Renewed,1,2026-08-01
POL0001876,CUST000441,AGT0068,Travel,2025-05-18,2025-06-27,101.98,65253.32,Annual,Expired,0,2026-08-01
POL0001877,CUST001954,AGT0032,Medical,2024-03-10,2025-02-11,2165.78,129346.11,Annual,Renewed,1,2026-08-01
POL0001878,CUST002325,AGT0046,Travel,2026-04-29,2026-06-21,96.07,50575.82,Annual,Expired,0,2026-08-01
POL0001879,CUST004079,AGT0031,Motor,2025-01-19,2026-02-02,2440.37,166799.59,Semi-Annual,Expired,0,2026-08-01
POL0001880,CUST002621,AGT0046,Home,2025-10-26,2026-11-03,1084.72,605962.14,Annual,Active,0,2026-08-01
POL0001881,CUST002902,AGT0035,Travel,2024-12-20,2025-01-29,740.81,132645.16,Monthly,Expired,0,2026-08-01
POL0001882,CUST005523,AGT0069,Medical,2023-09-12,2024-08-10,3849.78,294578.14,Semi-Annual,Expired,0,2026-08-01
POL0001883,CUST000024,AGT0057,Motor,2025-05-27,2026-06-06,1628.69,151165.96,Annual,Expired,0,2026-08-01
POL0001884,CUST005359,AGT0014,Medical,2025-03-28,2026-03-18,2955.51,207359.41,Quarterly,Expired,0,2026-08-01
POL0001885,CUST001704,AGT0003,Life,2023-07-13,2024-06-10,5379.5,442237.91,Annual,Renewed,1,2026-08-01
POL0001886,CUST000243,AGT0077,Motor,2026-06-05,2027-05-04,1377.56,107807.94,Annual,Active,0,2026-08-01
POL0001887,CUST003168,AGT0029,Home,2023-04-24,2024-03-26,1096.52,852557.55,Monthly,Renewed,1,2026-08-01
POL0001888,CUST001273,AGT0013,Travel,2024-05-09,2024-08-06,152.76,128556.61,Semi-Annual,Expired,0,2026-08-01
POL0001889,CUST004350,AGT0060,Home,2023-06-12,2024-05-14,1477.32,279376.55,Quarterly,Renewed,1,2026-08-01
POL0001890,CUST004557,AGT0038,Motor,2025-09-27,2026-08-31,1390.89,172755.43,Monthly,Active,0,2026-08-01
POL0001891,CUST002413,AGT0045,Medical,2024-07-15,2025-07-04,1750.32,286246.01,Semi-Annual,Renewed,1,2026-08-01
POL0001892,CUST004684,AGT0051,Motor,2024-12-05,2025-11-02,2133.49,87350.81,Monthly,Renewed,1,2026-08-01
POL0001893,CUST001118,AGT0025,Motor,2026-03-22,2027-02-26,967.81,66107.39,Semi-Annual,Active,0,2026-08-01
POL0001894,CUST002017,AGT0046,Motor,2024-07-26,2025-07-16,2513.57,120339.76,Monthly,Expired,0,2026-08-01
POL0001895,CUST000367,AGT0053,Motor,2024-10-07,2025-09-02,2041.03,112616.6,Quarterly,Renewed,1,2026-08-01
POL0001896,CUST003851,AGT0050,Life,2025-01-15,2025-12-24,5494.48,1255020.18,Annual,Expired,0,2026-08-01
POL0001897,CUST004289,AGT0073,Motor,2026-04-25,2027-05-18,947.55,166363.33,Semi-Annual,Active,0,2026-08-01
POL0001898,CUST004577,AGT0032,Motor,2024-07-09,2025-06-30,1814.67,139434.07,Monthly,Cancelled,0,2026-08-01
POL0001899,CUST002191,AGT0041,Medical,2023-11-23,2024-12-06,1125.84,133249.32,Quarterly,Expired,0,2026-08-01
POL0001900,CUST005028,AGT0061,Life,2024-02-20,2025-02-13,3097.58,285444.0,Monthly,Renewed,1,2026-08-01
POL0001901,CUST003883,AGT0060,Travel,2024-12-16,2025-01-30,632.05,89688.68,Quarterly,Cancelled,0,2026-08-01
POL0001902,CUST003452,AGT0080,Life,2025-09-21,2026-08-25,2450.99,315031.48,Annual,Active,0,2026-08-01
POL0001903,CUST001331,AGT0016,Motor,2026-01-26,2027-02-07,2054.87,118736.89,Annual,Cancelled,0,2026-08-01
POL0001904,CUST005051,AGT0074,Life,2024-11-27,2025-11-09,4392.65,326316.78,Monthly,Renewed,1,2026-08-01
POL0001905,CUST004529,AGT0038,Life,2024-09-17,2025-09-01,6481.32,425142.14,Monthly,Renewed,1,2026-08-01
POL0001906,CUST005255,AGT0018,Motor,2026-05-06,2027-04-18,1694.33,33394.69,Monthly,Active,0,2026-08-01
POL0001907,CUST002067,AGT0024,Motor,2025-05-27,2026-06-07,1342.14,153935.52,Quarterly,Expired,0,2026-08-01
POL0001908,CUST003309,AGT0029,Home,2023-01-12,2024-01-20,1612.37,563432.19,Annual,Renewed,1,2026-08-01
POL0001909,CUST000315,AGT0080,Motor,2025-05-04,2026-05-03,1660.33,75436.32,Quarterly,Expired,0,2026-08-01
POL0001910,CUST003594,AGT0009,Motor,2025-10-02,2026-09-19,1318.53,83468.99,Monthly,Active,0,2026-08-01
POL0001911,CUST003062,AGT0018,Motor,2025-10-06,2026-09-06,1548.14,41547.42,Monthly,Active,0,2026-08-01
POL0001912,CUST004914,AGT0058,Travel,2023-07-25,2023-08-30,409.91,130233.5,Monthly,Cancelled,0,2026-08-01
POL0001913,CUST004389,AGT0076,Medical,2024-10-27,2025-11-04,1933.71,187289.87,Monthly,Expired,0,2026-08-01
POL0001914,CUST005943,AGT0007,Home,2025-09-21,2026-09-23,1496.17,138430.54,Monthly,Active,0,2026-08-01
POL0001915,CUST005595,AGT0033,Travel,2026-05-06,2026-05-14,708.17,66690.35,Monthly,Expired,0,2026-08-01
POL0001916,CUST001008,AGT0033,Life,2026-02-11,2027-01-12,3781.48,440262.64,Monthly,Active,0,2026-08-01
POL0001917,CUST005826,AGT0040,Motor,2025-10-28,2026-10-09,830.55,85213.87,Monthly,Active,0,2026-08-01
POL0001918,CUST000181,AGT0062,Medical,2025-10-21,2026-11-14,1432.21,437127.88,Monthly,Active,0,2026-08-01
POL0001919,CUST002739,AGT0042,Travel,2024-04-05,2024-06-22,462.16,116837.33,Monthly,Expired,0,2026-08-01
POL0001920,CUST005597,AGT0012,Home,2025-02-15,2026-01-31,691.29,279792.6,Annual,Expired,0,2026-08-01
POL0001921,CUST003672,AGT0020,Travel,2023-02-15,2023-05-13,321.33,61780.68,Semi-Annual,Expired,0,2026-08-01
POL0001922,CUST005952,AGT0060,Home,2023-06-10,2024-06-11,1095.83,435129.24,Semi-Annual,Expired,0,2026-08-01
POL0001923,CUST003344,AGT0020,Life,2023-11-28,2024-11-10,5044.19,326071.3,Monthly,Expired,0,2026-08-01
POL0001924,CUST004090,AGT0040,Medical,2026-06-09,2027-05-27,1786.03,178253.23,Monthly,Active,0,2026-08-01
POL0001925,CUST003202,AGT0031,Medical,2023-11-21,2024-11-11,3885.59,188797.98,Quarterly,Renewed,1,2026-08-01
POL0001926,CUST005563,AGT0036,Medical,2024-03-02,2025-02-11,1458.18,134993.84,Monthly,Cancelled,0,2026-08-01
POL0001927,CUST000688,AGT0060,Motor,2025-11-20,2026-10-16,1816.59,63745.26,Monthly,Active,0,2026-08-01
POL0001928,CUST002337,AGT0020,Motor,2023-02-06,2024-02-11,2005.97,87947.08,Annual,Expired,0,2026-08-01
POL0001929,CUST004026,AGT0057,Motor,2023-08-15,2024-07-14,1325.67,155647.24,Monthly,Renewed,1,2026-08-01
POL0001930,CUST002960,AGT0061,Motor,2023-01-03,2024-01-15,2305.46,128797.17,Annual,Renewed,1,2026-08-01
POL0001931,CUST005792,AGT0080,Medical,2025-02-22,2026-03-05,4310.36,80135.17,Monthly,Cancelled,0,2026-08-01
POL0001932,CUST003494,AGT0037,Life,2025-08-23,2026-09-19,6314.6,811721.99,Quarterly,Active,0,2026-08-01
POL0001933,CUST000761,AGT0008,Life,2026-04-30,2027-05-28,3182.28,428771.09,Semi-Annual,Active,0,2026-08-01
POL0001934,CUST003681,AGT0054,Medical,2025-12-24,2027-01-20,4919.58,50571.31,Semi-Annual,Active,0,2026-08-01
POL0001935,CUST001872,AGT0061,Life,2025-08-07,2026-08-10,4008.18,891656.3,Annual,Cancelled,0,2026-08-01
POL0001936,CUST002820,AGT0003,Medical,2025-11-15,2026-10-16,2306.77,139600.97,Quarterly,Active,0,2026-08-01
POL0001937,CUST000463,AGT0016,Medical,2026-04-16,2027-05-06,3616.78,341139.92,Monthly,Active,0,2026-08-01
POL0001938,CUST005216,AGT0028,Medical,2024-12-31,2026-01-24,4711.34,167316.73,Annual,Expired,0,2026-08-01
POL0001939,CUST002417,AGT0041,Motor,2023-06-15,2024-05-23,2400.28,58734.04,Monthly,Expired,0,2026-08-01
POL0001940,CUST004838,AGT0042,Life,2025-04-05,2026-03-24,2608.16,927146.74,Quarterly,Renewed,1,2026-08-01
POL0001941,CUST002891,AGT0016,Life,2024-02-11,2025-01-10,2084.54,926921.99,Annual,Expired,0,2026-08-01
POL0001942,CUST005691,AGT0016,Motor,2026-03-31,2027-03-17,1606.03,155800.65,Monthly,Active,0,2026-08-01
POL0001943,CUST002149,AGT0075,Travel,2024-11-25,2024-12-30,801.48,45781.65,Quarterly,Expired,0,2026-08-01
POL0001944,CUST000639,AGT0058,Motor,2025-05-17,2026-06-08,2537.26,177910.77,Monthly,Renewed,1,2026-08-01
POL0001945,CUST002860,AGT0041,Medical,2024-11-04,2025-10-13,2158.38,216169.35,Annual,Renewed,1,2026-08-01
POL0001946,CUST000206,AGT0027,Travel,2024-04-04,2024-07-01,113.25,146097.25,Annual,Renewed,1,2026-08-01
POL0001947,CUST004818,AGT0038,Life,2026-04-07,2027-04-12,5314.3,317543.24,Annual,Active,0,2026-08-01
POL0001948,CUST005514,AGT0078,Life,2026-05-27,2027-06-08,2544.34,1433799.77,Monthly,Active,0,2026-08-01
POL0001949,CUST001284,AGT0025,Life,2026-03-17,2027-04-14,2424.27,1449732.1,Quarterly,Active,0,2026-08-01
POL0001950,CUST000318,AGT0027,Motor,2026-06-16,2027-07-03,2124.17,66466.01,Monthly,Active,0,2026-08-01
POL0001951,CUST004548,AGT0036,Life,2023-01-23,2024-01-03,2366.03,384424.24,Annual,Renewed,1,2026-08-01
POL0001952,CUST004134,AGT0016,Life,2025-03-31,2026-04-10,5744.84,944189.61,Annual,Renewed,1,2026-08-01
POL0001953,CUST004760,AGT0009,Motor,2024-07-03,2025-07-27,2466.93,41968.98,Annual,Renewed,1,2026-08-01
POL0001954,CUST003417,AGT0072,Motor,2025-01-09,2026-01-28,1076.43,67219.98,Semi-Annual,Renewed,1,2026-08-01
POL0001955,CUST003487,AGT0055,Home,2024-08-15,2025-08-15,1120.78,886002.08,Monthly,Expired,0,2026-08-01
POL0001956,CUST001629,AGT0027,Motor,2026-05-09,2027-04-23,2060.22,142392.24,Monthly,Active,0,2026-08-01
POL0001957,CUST001892,AGT0046,Travel,2025-12-06,2026-01-23,482.71,123480.24,Annual,Expired,0,2026-08-01
POL0001958,CUST003788,AGT0040,Motor,2025-10-13,2026-09-30,2437.53,159751.93,Monthly,Active,0,2026-08-01
POL0001959,CUST005620,AGT0008,Medical,2025-05-09,2026-05-09,1284.62,360219.7,Monthly,Expired,0,2026-08-01
POL0001960,CUST001857,AGT0061,Medical,2023-06-05,2024-07-02,5177.66,372486.34,Monthly,Renewed,1,2026-08-01
POL0001961,CUST002184,AGT0009,Life,2023-08-24,2024-08-18,4451.54,1125549.5,Monthly,Renewed,1,2026-08-01
POL0001962,CUST003535,AGT0046,Medical,2026-06-06,2027-06-18,1896.22,226151.56,Monthly,Cancelled,0,2026-08-01
POL0001963,CUST000300,AGT0024,Medical,2023-02-27,2024-03-12,3658.13,95067.26,Monthly,Renewed,1,2026-08-01
POL0001964,CUST003918,AGT0035,Medical,2025-08-04,2026-07-30,3791.05,324503.52,Monthly,Expired,0,2026-08-01
POL0001965,CUST000817,AGT0038,Life,2025-02-02,2026-02-16,1229.57,1219861.06,Annual,Cancelled,0,2026-08-01
POL0001966,CUST004100,AGT0035,Medical,2025-08-23,2026-09-14,4515.25,155499.69,Annual,Active,0,2026-08-01
POL0001967,CUST005350,AGT0018,Medical,2026-07-16,2027-07-23,1298.88,132063.63,Monthly,Active,0,2026-08-01
POL0001968,CUST005498,AGT0007,Medical,2024-06-08,2025-06-19,1902.31,480651.56,Quarterly,Expired,0,2026-08-01
POL0001969,CUST000900,AGT0011,Medical,2025-02-11,2026-02-20,3503.23,112299.28,Quarterly,Renewed,1,2026-08-01
POL0001970,CUST003584,AGT0059,Motor,2023-01-12,2024-02-11,2194.17,107803.58,Quarterly,Renewed,1,2026-08-01
POL0001971,CUST002685,AGT0008,Motor,2024-04-02,2025-04-07,1950.31,138582.11,Annual,Renewed,1,2026-08-01
POL0001972,CUST002942,AGT0041,Travel,2023-12-22,2024-01-23,550.33,32352.43,Annual,Expired,0,2026-08-01
POL0001973,CUST004152,AGT0025,Home,2025-12-11,2026-11-21,1039.38,539677.18,Monthly,Active,0,2026-08-01
POL0001974,CUST005946,AGT0056,Motor,2024-03-08,2025-02-19,1724.33,128829.18,Annual,Renewed,1,2026-08-01
POL0001975,CUST003442,AGT0051,Motor,2024-02-03,2025-02-28,1574.4,26990.86,Monthly,Renewed,1,2026-08-01
POL0001976,CUST003327,AGT0015,Home,2024-08-18,2025-07-14,716.63,424260.05,Quarterly,Renewed,1,2026-08-01
POL0001977,CUST003921,AGT0055,Medical,2025-01-29,2026-01-07,2523.7,263431.72,Monthly,Expired,0,2026-08-01
POL0001978,CUST003031,AGT0053,Medical,2025-07-05,2026-07-15,4688.24,300154.4,Semi-Annual,Renewed,1,2026-08-01
POL0001979,CUST002093,AGT0023,Life,2026-06-24,2027-06-28,3420.95,155575.81,Quarterly,Active,0,2026-08-01
POL0001980,CUST004940,AGT0068,Medical,2024-08-11,2025-07-08,4195.78,452077.78,Monthly,Cancelled,0,2026-08-01
POL0001981,CUST003974,AGT0036,Medical,2025-03-08,2026-03-24,3572.62,437242.71,Monthly,Renewed,1,2026-08-01
POL0001982,CUST003392,AGT0003,Home,2024-05-01,2025-03-29,636.01,779678.01,Monthly,Expired,0,2026-08-01
POL0001983,CUST000055,AGT0051,Life,2025-02-08,2026-01-09,2092.67,827506.68,Semi-Annual,Renewed,1,2026-08-01
POL0001984,CUST001653,AGT0037,Life,2023-11-21,2024-12-09,1913.18,1203328.68,Semi-Annual,Renewed,1,2026-08-01
POL0001985,CUST001580,AGT0029,Motor,2023-11-10,2024-11-03,1691.78,148197.86,Quarterly,Renewed,1,2026-08-01
POL0001986,CUST003898,AGT0037,Motor,2025-10-01,2026-10-02,1166.46,174103.83,Annual,Active,0,2026-08-01
POL0001987,CUST000742,AGT0079,Travel,2025-05-23,2025-06-17,265.1,126109.56,Monthly,Expired,0,2026-08-01
POL0001988,CUST002292,AGT0032,Home,2025-10-26,2026-10-01,1556.62,177909.72,Semi-Annual,Active,0,2026-08-01
POL0001989,CUST002732,AGT0056,Travel,2025-08-04,2025-08-20,446.02,38548.29,Semi-Annual,Cancelled,0,2026-08-01
POL0001990,CUST004444,AGT0069,Motor,2024-04-19,2025-04-07,1398.87,101370.29,Quarterly,Expired,0,2026-08-01
POL0001991,CUST000875,AGT0047,Travel,2025-10-19,2025-11-21,206.49,112227.56,Annual,Expired,0,2026-08-01
POL0001992,CUST003636,AGT0072,Motor,2023-10-12,2024-10-01,1586.72,153651.58,Monthly,Renewed,1,2026-08-01
POL0001993,CUST003285,AGT0040,Life,2023-01-08,2024-02-02,2728.26,116581.02,Annual,Renewed,1,2026-08-01
