customer_id,gender,date_of_birth,state,city,income_band,risk_segment,customer_since,source_updated_at,dw_updated_at
CUST001599,Male,2001-08-23,Kuala Lumpur,Kuala Lumpur,RM10k-15k,Medium,2023-07-28,2026-08-01,2026-08-14 00:26:12.005687
CUST001600,Female,1962-09-30,Melaka,Melaka City,RM6k-10k,Medium,2018-05-02,2026-08-01,2026-08-14 00:26:12.005687
CUST001601,Male,1978-11-18,Sabah,Kota Kinabalu,RM3k-6k,Medium,2020-01-06,2026-08-01,2026-08-14 00:26:12.005687
CUST001602,Female,1974-12-15,Sabah,Kota Kinabalu,RM3k-6k,Medium,2024-05-10,2026-08-01,2026-08-14 00:26:12.005687
CUST001603,Male,1970-08-01,Melaka,Melaka City,<RM3k,Low,2023-01-04,2026-08-01,2026-08-14 00:26:12.005687
CUST001604,Male,1987-07-14,Sabah,Sandakan,<RM3k,Medium,2021-02-11,2026-08-01,2026-08-14 00:26:12.005687
CUST001605,Female,1969-06-23,Johor,Batu Pahat,RM6k-10k,Low,2021-09-13,2026-08-01,2026-08-14 00:26:12.005687
CUST001606,Female,1979-02-28,Kuala Lumpur,Kuala Lumpur,<RM3k,Medium,2022-12-15,2026-08-01,2026-08-14 00:26:12.005687
CUST001607,Male,1996-06-03,Selangor,Klang,>RM15k,Low,2021-11-09,2026-08-01,2026-08-14 00:26:12.005687
CUST001608,Female,1973-08-07,Negeri Sembilan,Seremban,RM3k-6k,High,2021-08-29,2026-08-01,2026-08-14 00:26:12.005687
CUST001609,Female,1956-01-13,Negeri Sembilan,Seremban,<RM3k,Low,2022-05-30,2026-08-01,2026-08-14 00:26:12.005687
CUST001610,Female,1998-05-12,Sabah,Sandakan,RM10k-15k,Low,2020-04-02,2026-08-01,2026-08-14 00:26:12.005687
CUST001611,Female,1968-06-13,Selangor,Klang,RM3k-6k,Medium,2022-07-24,2026-08-01,2026-08-14 00:26:12.005687
CUST001612,Male,1992-11-12,Selangor,Shah Alam,RM3k-6k,Low,2023-07-15,2026-08-01,2026-08-14 00:26:12.005687
CUST001613,Male,1992-05-16,Melaka,Melaka City,<RM3k,Low,2023-09-05,2026-08-01,2026-08-14 00:26:12.005687
CUST001614,Female,1980-10-14,Kuala Lumpur,Kuala Lumpur,RM6k-10k,Medium,2022-12-18,2026-08-01,2026-08-14 00:26:12.005687
CUST001615,Male,1959-04-21,Penang,Bayan Lepas,RM3k-6k,Medium,2021-08-14,2026-08-01,2026-08-14 00:26:12.005687
CUST001616,Female,2001-07-20,Selangor,Shah Alam,RM10k-15k,Medium,2023-03-29,2026-08-01,2026-08-14 00:26:12.005687
CUST001617,Female,1988-05-11,Selangor,Shah Alam,RM6k-10k,Low,2023-10-12,2026-08-01,2026-08-14 00:26:12.005687
CUST001618,Male,1975-10-17,Perak,Taiping,RM10k-15k,Low,2020-06-25,2026-08-01,2026-08-14 00:26:12.005687
CUST001619,Male,1996-11-02,Negeri Sembilan,Seremban,RM6k-10k,Low,2021-11-20,2026-08-01,2026-08-14 00:26:12.005687
CUST001620,Female,1993-08-12,Sabah,Kota Kinabalu,RM10k-15k,Medium,2023-06-03,2026-08-01,2026-08-14 00:26:12.005687
CUST001621,Female,1992-04-02,Johor,Johor Bahru,RM6k-10k,Medium,2023-04-21,2026-08-01,2026-08-14 00:26:12.005687
CUST001622,Male,1963-03-25,Johor,Johor Bahru,RM3k-6k,Low,2021-12-19,2026-08-01,2026-08-14 00:26:12.005687
CUST001623,Male,1986-01-03,Melaka,Melaka City,RM6k-10k,Low,2020-02-08,2026-08-01,2026-08-14 00:26:12.005687
CUST001624,Female,1969-01-01,Penang,George Town,RM6k-10k,Low,2025-04-12,2026-08-01,2026-08-14 00:26:12.005687
CUST001625,Female,1958-11-05,Johor,Johor Bahru,<RM3k,Low,2022-05-02,2026-08-01,2026-08-14 00:26:12.005687
CUST001626,Male,1971-07-26,Perak,Ipoh,RM6k-10k,Low,2022-04-29,2026-08-01,2026-08-14 00:26:12.005687
CUST001627,Female,1960-02-05,Selangor,Petaling Jaya,RM3k-6k,Low,2021-09-29,2026-08-01,2026-08-14 00:26:12.005687
CUST001628,Female,1960-03-08,Kuala Lumpur,Kuala Lumpur,RM6k-10k,Low,2024-01-29,2026-08-01,2026-08-14 00:26:12.005687
CUST001629,Female,1990-08-16,Sarawak,Miri,<RM3k,Low,2020-06-01,2026-08-01,2026-08-14 00:26:12.005687
CUST001630,Female,1979-08-03,Penang,Bayan Lepas,<RM3k,Low,2025-06-30,2026-08-01,2026-08-14 00:26:12.005687
CUST001631,Female,1974-06-30,Kuala Lumpur,Kuala Lumpur,<RM3k,Low,2018-07-02,2026-08-01,2026-08-14 00:26:12.005687
CUST001632,Male,1964-06-02,Selangor,Petaling Jaya,<RM3k,Medium,2018-02-06,2026-08-01,2026-08-14 00:26:12.005687
CUST001633,Male,1992-10-10,Negeri Sembilan,Seremban,<RM3k,Low,2022-01-30,2026-08-01,2026-08-14 00:26:12.005687
CUST001634,Male,1986-01-27,Penang,Bayan Lepas,<RM3k,Low,2024-11-14,2026-08-01,2026-08-14 00:26:12.005687
CUST001635,Male,1983-09-10,Penang,Bayan Lepas,RM6k-10k,Medium,2018-01-29,2026-08-01,2026-08-14 00:26:12.005687
CUST001636,Female,1964-04-24,Kuala Lumpur,Kuala Lumpur,RM3k-6k,Low,2023-06-06,2026-08-01,2026-08-14 00:26:12.005687
CUST001637,Female,1961-01-20,Negeri Sembilan,Seremban,>RM15k,Low,2021-02-12,2026-08-01,2026-08-14 00:26:12.005687
CUST001638,Male,1961-01-19,Melaka,Melaka City,RM10k-15k,Low,2018-03-05,2026-08-01,2026-08-14 00:26:12.005687
CUST001639,Female,1956-03-24,Johor,Muar,<RM3k,Low,2020-12-18,2026-08-01,2026-08-14 00:26:12.005687
CUST001640,Male,2002-06-25,Selangor,Subang Jaya,RM3k-6k,Medium,2023-03-04,2026-08-01,2026-08-14 00:26:12.005687
CUST001641,Male,1973-01-07,Perak,Taiping,RM3k-6k,Medium,2023-01-26,2026-08-01,2026-08-14 00:26:12.005687
CUST001642,Female,1987-04-02,Sarawak,Miri,RM3k-6k,Low,2024-10-15,2026-08-01,2026-08-14 00:26:12.005687
CUST001643,Female,2003-02-16,Sabah,Sandakan,RM6k-10k,Low,2025-11-24,2026-08-01,2026-08-14 00:26:12.005687
CUST001644,Female,2000-11-18,Negeri Sembilan,Seremban,RM6k-10k,High,2018-06-08,2026-08-01,2026-08-14 00:26:12.005687
CUST001645,Female,1970-09-16,Penang,George Town,RM6k-10k,Low,2024-11-11,2026-08-01,2026-08-14 00:26:12.005687
CUST001646,Female,1979-01-02,Selangor,Shah Alam,RM3k-6k,High,2018-01-29,2026-08-01,2026-08-14 00:26:12.005687
CUST001647,Female,1977-09-08,Johor,Muar,RM6k-10k,Medium,2025-10-19,2026-08-01,2026-08-14 00:26:12.005687
CUST001648,Male,1956-08-20,Sarawak,Kuching,RM3k-6k,Low,2024-03-10,2026-08-01,2026-08-14 00:26:12.005687
CUST001649,Male,1992-08-23,Selangor,Klang,RM10k-15k,Low,2025-08-09,2026-08-01,2026-08-14 00:26:12.005687
CUST001650,Male,1983-02-21,Selangor,Klang,>RM15k,Low,2018-07-17,2026-08-01,2026-08-14 00:26:12.005687
CUST001651,Female,1973-03-14,Perak,Ipoh,RM3k-6k,Medium,2018-08-05,2026-08-01,2026-08-14 00:26:12.005687
CUST001652,Female,1982-05-10,Johor,Batu Pahat,RM10k-15k,Low,2025-11-18,2026-08-01,2026-08-14 00:26:12.005687
CUST001653,Female,1991-01-13,Sarawak,Miri,RM10k-15k,Medium,2020-04-03,2026-08-01,2026-08-14 00:26:12.005687
CUST001654,Female,1955-09-26,Kuala Lumpur,Kuala Lumpur,RM6k-10k,Medium,2021-01-19,2026-08-01,2026-08-14 00:26:12.005687
CUST001655,Male,1986-08-27,Selangor,Petaling Jaya,<RM3k,Medium,2020-05-17,2026-08-01,2026-08-14 00:26:12.005687
CUST001656,Female,1997-03-13,Selangor,Subang Jaya,RM10k-15k,Medium,2019-04-03,2026-08-01,2026-08-14 00:26:12.005687
CUST001657,Female,1990-08-04,Perak,Taiping,RM3k-6k,Low,2018-07-27,2026-08-01,2026-08-14 00:26:12.005687
CUST001658,Male,1985-05-17,Sabah,Kota Kinabalu,RM3k-6k,Low,2019-01-31,2026-08-01,2026-08-14 00:26:12.005687
CUST001659,Female,1959-06-09,Johor,Johor Bahru,RM6k-10k,Low,2024-10-09,2026-08-01,2026-08-14 00:26:12.005687
CUST001660,Female,1991-06-27,Johor,Johor Bahru,RM3k-6k,Medium,2018-03-20,2026-08-01,2026-08-14 00:26:12.005687
CUST001661,Female,1991-10-12,Kuala Lumpur,Kuala Lumpur,<RM3k,Medium,2025-02-28,2026-08-01,2026-08-14 00:26:12.005687
CUST001662,Male,1979-03-15,Perak,Taiping,>RM15k,Medium,2019-10-05,2026-08-01,2026-08-14 00:26:12.005687
CUST001663,Male,1983-07-20,Negeri Sembilan,Seremban,RM3k-6k,Medium,2022-11-03,2026-08-01,2026-08-14 00:26:12.005687
CUST001664,Female,1985-04-19,Sabah,Sandakan,RM6k-10k,Low,2020-01-22,2026-08-01,2026-08-14 00:26:12.005687
CUST001665,Male,1960-12-07,Selangor,Shah Alam,RM6k-10k,Low,2025-02-15,2026-08-01,2026-08-14 00:26:12.005687
CUST001666,Male,1967-08-13,Penang,Butterworth,<RM3k,Medium,2018-04-29,2026-08-01,2026-08-14 00:26:12.005687
CUST001667,Male,1993-10-27,Selangor,Subang Jaya,RM10k-15k,Low,2023-09-18,2026-08-01,2026-08-14 00:26:12.005687
CUST001668,Female,2002-09-17,Kuala Lumpur,Kuala Lumpur,RM6k-10k,Medium,2025-06-22,2026-08-01,2026-08-14 00:26:12.005687
CUST001669,Female,1968-03-26,Kuala Lumpur,Kuala Lumpur,RM6k-10k,Low,2021-07-10,2026-08-01,2026-08-14 00:26:12.005687
CUST001670,Male,1974-08-20,Kuala Lumpur,Kuala Lumpur,RM6k-10k,Medium,2021-08-09,2026-08-01,2026-08-14 00:26:12.005687
CUST001671,Female,1999-11-06,Selangor,Subang Jaya,>RM15k,Low,2019-03-14,2026-08-01,2026-08-14 00:26:12.005687
CUST001672,Male,1962-12-14,Sabah,Kota Kinabalu,>RM15k,Low,2025-01-10,2026-08-01,2026-08-14 00:26:12.005687
CUST001673,Male,1967-10-19,Selangor,Petaling Jaya,<RM3k,Low,2025-08-31,2026-08-01,2026-08-14 00:26:12.005687
CUST001674,Female,1957-09-27,Sabah,Sandakan,RM3k-6k,Medium,2021-12-21,2026-08-01,2026-08-14 00:26:12.005687
CUST001675,Male,1966-07-03,Negeri Sembilan,Seremban,RM6k-10k,Low,2023-07-16,2026-08-01,2026-08-14 00:26:12.005687
CUST001676,Male,1986-03-03,Penang,George Town,>RM15k,Low,2024-01-24,2026-08-01,2026-08-14 00:26:12.005687
CUST001677,Male,1972-01-23,Johor,Johor Bahru,RM10k-15k,Low,2020-10-31,2026-08-01,2026-08-14 00:26:12.005687
CUST001678,Female,2003-03-08,Sabah,Kota Kinabalu,RM3k-6k,Low,2018-01-12,2026-08-01,2026-08-14 00:26:12.005687
CUST001679,Male,1998-09-07,Kuala Lumpur,Kuala Lumpur,RM10k-15k,Medium,2019-01-11,2026-08-01,2026-08-14 00:26:12.005687
CUST001680,Male,1998-11-22,Johor,Batu Pahat,RM3k-6k,Medium,2025-03-04,2026-08-01,2026-08-14 00:26:12.005687
CUST001681,Male,1990-08-04,Johor,Johor Bahru,RM3k-6k,Medium,2024-05-22,2026-08-01,2026-08-14 00:26:12.005687
CUST001682,Male,1989-05-26,Sarawak,Miri,RM6k-10k,Low,2018-10-05,2026-08-01,2026-08-14 00:26:12.005687
CUST001683,Male,1979-12-22,Sarawak,Miri,RM3k-6k,Low,2024-05-31,2026-08-01,2026-08-14 00:26:12.005687
CUST001684,Female,2003-07-15,Sarawak,Miri,RM6k-10k,Low,2025-01-23,2026-08-01,2026-08-14 00:26:12.005687
CUST001685,Female,1959-09-03,Perak,Ipoh,RM3k-6k,Low,2022-05-06,2026-08-01,2026-08-14 00:26:12.005687
CUST001686,Female,1990-06-01,Johor,Muar,RM10k-15k,Medium,2021-08-11,2026-08-01,2026-08-14 00:26:12.005687
CUST001687,Male,1961-11-15,Sarawak,Kuching,>RM15k,Low,2025-12-30,2026-08-01,2026-08-14 00:26:12.005687
CUST001688,Male,1971-08-16,Melaka,Melaka City,RM3k-6k,High,2024-12-21,2026-08-01,2026-08-14 00:26:12.005687
CUST001689,Male,1967-07-11,Johor,Batu Pahat,RM6k-10k,Low,2021-02-02,2026-08-01,2026-08-14 00:26:12.005687
CUST001690,Female,1984-06-16,Negeri Sembilan,Seremban,RM6k-10k,Medium,2021-10-25,2026-08-01,2026-08-14 00:26:12.005687
CUST001691,Male,1993-07-27,Melaka,Melaka City,<RM3k,Medium,2025-07-14,2026-08-01,2026-08-14 00:26:12.005687
CUST001692,Male,1958-11-28,Johor,Muar,RM10k-15k,Medium,2025-05-15,2026-08-01,2026-08-14 00:26:12.005687
CUST001693,Female,1984-06-24,Kuala Lumpur,Kuala Lumpur,RM6k-10k,Medium,2023-01-15,2026-08-01,2026-08-14 00:26:12.005687
CUST001694,Male,1965-11-11,Selangor,Klang,<RM3k,Low,2023-03-10,2026-08-01,2026-08-14 00:26:12.005687
CUST001695,Male,1958-10-09,Sabah,Kota Kinabalu,RM10k-15k,Medium,2023-11-22,2026-08-01,2026-08-14 00:26:12.005687
CUST001696,Male,1975-06-17,Kuala Lumpur,Kuala Lumpur,RM3k-6k,Low,2020-04-23,2026-08-01,2026-08-14 00:26:12.005687
CUST001697,Female,1983-06-25,Johor,Batu Pahat,<RM3k,Low,2025-05-02,2026-08-01,2026-08-14 00:26:12.005687
CUST001698,Male,1964-11-20,Penang,Butterworth,RM3k-6k,Low,2020-05-08,2026-08-01,2026-08-14 00:26:12.005687
CUST001699,Male,1974-02-05,Melaka,Melaka City,RM10k-15k,Low,2024-08-24,2026-08-01,2026-08-14 00:26:12.005687
CUST001700,Male,2001-09-19,Sarawak,Miri,>RM15k,High,2024-07-23,2026-08-01,2026-08-14 00:26:12.005687
CUST001701,Male,1971-12-28,Sabah,Sandakan,RM3k-6k,Low,2020-04-23,2026-08-01,2026-08-14 00:26:12.005687
CUST001702,Male,2003-10-13,Selangor,Subang Jaya,<RM3k,Low,2024-06-17,2026-08-01,2026-08-14 00:26:12.005687
CUST001703,Female,1995-11-16,Kuala Lumpur,Kuala Lumpur,<RM3k,Low,2024-12-08,2026-08-01,2026-08-14 00:26:12.005687
CUST001704,Male,1973-03-05,Perak,Ipoh,RM6k-10k,Medium,2021-12-21,2026-08-01,2026-08-14 00:26:12.005687
CUST001705,Female,1983-04-06,Selangor,Petaling Jaya,RM3k-6k,Medium,2022-04-26,2026-08-01,2026-08-14 00:26:12.005687
CUST001706,Male,1989-10-01,Penang,Bayan Lepas,RM3k-6k,High,2022-01-27,2026-08-01,2026-08-14 00:26:12.005687
CUST001707,Female,1977-10-07,Negeri Sembilan,Seremban,RM3k-6k,Medium,2018-05-11,2026-08-01,2026-08-14 00:26:12.005687
CUST001708,Female,1974-12-24,Penang,George Town,RM3k-6k,Low,2022-04-28,2026-08-01,2026-08-14 00:26:12.005687
CUST001709,Male,1971-02-26,Penang,Butterworth,RM6k-10k,Low,2023-05-23,2026-08-01,2026-08-14 00:26:12.005687
CUST001710,Female,1961-11-01,Perak,Ipoh,RM6k-10k,Low,2022-06-28,2026-08-01,2026-08-14 00:26:12.005687
CUST001711,Male,1956-03-22,Sarawak,Miri,<RM3k,Medium,2021-12-30,2026-08-01,2026-08-14 00:26:12.005687
CUST001712,Female,1971-07-05,Johor,Johor Bahru,RM6k-10k,High,2022-01-04,2026-08-01,2026-08-14 00:26:12.005687
CUST001713,Male,1993-12-27,Johor,Johor Bahru,RM3k-6k,Low,2022-04-17,2026-08-01,2026-08-14 00:26:12.005687
CUST001714,Male,1966-06-08,Kuala Lumpur,Kuala Lumpur,RM6k-10k,Low,2025-06-06,2026-08-01,2026-08-14 00:26:12.005687
CUST001715,Female,1963-10-22,Penang,Butterworth,<RM3k,Medium,2021-04-17,2026-08-01,2026-08-14 00:26:12.005687
CUST001716,Male,1971-01-28,Selangor,Petaling Jaya,<RM3k,Medium,2019-10-18,2026-08-01,2026-08-14 00:26:12.005687
CUST001717,Female,1984-05-05,Johor,Batu Pahat,RM6k-10k,Medium,2018-07-07,2026-08-01,2026-08-14 00:26:12.005687
CUST001718,Male,1965-07-15,Sabah,Sandakan,RM3k-6k,Low,2024-12-18,2026-08-01,2026-08-14 00:26:12.005687
CUST001719,Male,1965-10-19,Kuala Lumpur,Kuala Lumpur,RM6k-10k,Low,2019-06-11,2026-08-01,2026-08-14 00:26:12.005687
CUST001720,Male,1960-07-03,Penang,Bayan Lepas,RM3k-6k,Low,2021-05-03,2026-08-01,2026-08-14 00:26:12.005687
CUST001721,Female,1971-04-12,Kuala Lumpur,Kuala Lumpur,RM3k-6k,Low,2024-01-19,2026-08-01,2026-08-14 00:26:12.005687
CUST001722,Female,1965-08-27,Selangor,Subang Jaya,RM6k-10k,Medium,2019-06-06,2026-08-01,2026-08-14 00:26:12.005687
CUST001723,Male,1995-09-23,Kuala Lumpur,Kuala Lumpur,RM3k-6k,Low,2019-11-16,2026-08-01,2026-08-14 00:26:12.005687
CUST001724,Male,1999-05-19,Kuala Lumpur,Kuala Lumpur,<RM3k,Low,2023-01-30,2026-08-01,2026-08-14 00:26:12.005687
CUST001725,Male,1973-02-25,Negeri Sembilan,Seremban,RM10k-15k,High,2023-01-08,2026-08-01,2026-08-14 00:26:12.005687
CUST001726,Female,1959-03-06,Negeri Sembilan,Seremban,RM3k-6k,Low,2019-12-12,2026-08-01,2026-08-14 00:26:12.005687
CUST001727,Female,1959-04-15,Perak,Ipoh,>RM15k,Low,2022-05-02,2026-08-01,2026-08-14 00:26:12.005687
CUST001728,Male,1970-11-29,Penang,George Town,RM3k-6k,High,2023-08-19,2026-08-01,2026-08-14 00:26:12.005687
CUST001729,Female,1977-09-16,Sabah,Sandakan,RM10k-15k,Low,2019-10-09,2026-08-01,2026-08-14 00:26:12.005687
CUST001730,Female,1980-11-22,Melaka,Melaka City,RM10k-15k,Medium,2021-07-18,2026-08-01,2026-08-14 00:26:12.005687
CUST001731,Male,1969-11-25,Johor,Johor Bahru,<RM3k,Low,2020-03-30,2026-08-01,2026-08-14 00:26:12.005687
CUST001732,Female,1972-05-15,Kuala Lumpur,Kuala Lumpur,RM6k-10k,Medium,2025-07-08,2026-08-01,2026-08-14 00:26:12.005687
CUST001733,Male,1968-11-24,Perak,Ipoh,RM6k-10k,Low,2021-01-25,2026-08-01,2026-08-14 00:26:12.005687
CUST001734,Female,1980-05-12,Negeri Sembilan,Seremban,RM6k-10k,Low,2024-11-04,2026-08-01,2026-08-14 00:26:12.005687
CUST001735,Male,1989-02-22,Selangor,Petaling Jaya,RM3k-6k,High,2025-01-15,2026-08-01,2026-08-14 00:26:12.005687
CUST001736,Male,1957-02-16,Johor,Muar,>RM15k,Medium,2019-05-06,2026-08-01,2026-08-14 00:26:12.005687
CUST001737,Male,1978-06-16,Selangor,Klang,RM6k-10k,Low,2025-07-12,2026-08-01,2026-08-14 00:26:12.005687
CUST001738,Female,1986-10-11,Selangor,Shah Alam,>RM15k,Low,2018-05-24,2026-08-01,2026-08-14 00:26:12.005687
CUST001739,Male,1987-12-15,Perak,Taiping,RM10k-15k,Low,2021-02-03,2026-08-01,2026-08-14 00:26:12.005687
CUST001740,Male,1982-08-11,Selangor,Subang Jaya,RM10k-15k,Low,2019-04-10,2026-08-01,2026-08-14 00:26:12.005687
CUST001741,Female,1980-09-23,Negeri Sembilan,Seremban,RM6k-10k,Low,2018-05-15,2026-08-01,2026-08-14 00:26:12.005687
CUST001742,Female,1988-05-13,Sabah,Sandakan,RM6k-10k,Low,2022-06-01,2026-08-01,2026-08-14 00:26:12.005687
CUST001743,Female,1973-07-16,Kuala Lumpur,Kuala Lumpur,RM10k-15k,High,2022-10-22,2026-08-01,2026-08-14 00:26:12.005687
CUST001744,Male,1982-10-17,Sarawak,Miri,RM6k-10k,Medium,2022-08-27,2026-08-01,2026-08-14 00:26:12.005687
CUST001745,Male,1970-08-27,Sabah,Sandakan,<RM3k,High,2021-05-04,2026-08-01,2026-08-14 00:26:12.005687
CUST001746,Male,1976-06-15,Johor,Batu Pahat,RM6k-10k,Low,2024-04-17,2026-08-01,2026-08-14 00:26:12.005687
CUST001747,Male,1961-01-29,Johor,Johor Bahru,<RM3k,Low,2021-12-09,2026-08-01,2026-08-14 00:26:12.005687
CUST001748,Male,1972-02-27,Sarawak,Kuching,>RM15k,Medium,2022-04-12,2026-08-01,2026-08-14 00:26:12.005687
CUST001749,Female,1961-12-17,Johor,Johor Bahru,RM6k-10k,Low,2021-07-14,2026-08-01,2026-08-14 00:26:12.005687
CUST001750,Female,1966-02-04,Kuala Lumpur,Kuala Lumpur,RM6k-10k,Low,2019-08-29,2026-08-01,2026-08-14 00:26:12.005687
CUST001751,Male,1975-07-21,Selangor,Klang,RM3k-6k,Medium,2023-03-28,2026-08-01,2026-08-14 00:26:12.005687
CUST001752,Female,1979-07-03,Selangor,Klang,RM6k-10k,Medium,2024-08-18,2026-08-01,2026-08-14 00:26:12.005687
CUST001753,Male,2001-02-25,Perak,Taiping,RM3k-6k,Low,2020-06-08,2026-08-01,2026-08-14 00:26:12.005687
CUST001754,Male,1956-04-11,Kuala Lumpur,Kuala Lumpur,RM6k-10k,Low,2021-09-15,2026-08-01,2026-08-14 00:26:12.005687
CUST001755,Female,1999-01-10,Penang,Bayan Lepas,RM6k-10k,Low,2025-02-20,2026-08-01,2026-08-14 00:26:12.005687
CUST001756,Male,1971-01-31,Johor,Muar,RM6k-10k,Medium,2019-08-27,2026-08-01,2026-08-14 00:26:12.005687
CUST001757,Female,1990-06-25,Sarawak,Kuching,RM3k-6k,Low,2021-05-15,2026-08-01,2026-08-14 00:26:12.005687
CUST001758,Male,1988-03-19,Johor,Batu Pahat,RM6k-10k,Medium,2020-02-27,2026-08-01,2026-08-14 00:26:12.005687
CUST001759,Male,2002-07-27,Melaka,Melaka City,RM3k-6k,Low,2020-09-24,2026-08-01,2026-08-14 00:26:12.005687
CUST001760,Male,1960-04-29,Melaka,Melaka City,RM10k-15k,Low,2021-09-03,2026-08-01,2026-08-14 00:26:12.005687
CUST001761,Female,2002-05-22,Selangor,Klang,>RM15k,Medium,2025-05-19,2026-08-01,2026-08-14 00:26:12.005687
CUST001762,Female,1958-01-30,Perak,Ipoh,RM10k-15k,High,2018-02-06,2026-08-01,2026-08-14 00:26:12.005687
CUST001763,Female,1997-12-26,Selangor,Subang Jaya,RM3k-6k,Medium,2020-11-12,2026-08-01,2026-08-14 00:26:12.005687
CUST001764,Female,1986-12-15,Sarawak,Kuching,<RM3k,Low,2024-12-04,2026-08-01,2026-08-14 00:26:12.005687
CUST001765,Female,1978-08-12,Penang,Bayan Lepas,>RM15k,Low,2018-08-31,2026-08-01,2026-08-14 00:26:12.005687
CUST001766,Female,1974-06-28,Selangor,Petaling Jaya,>RM15k,Medium,2022-01-19,2026-08-01,2026-08-14 00:26:12.005687
CUST001767,Male,1959-08-03,Selangor,Klang,<RM3k,Medium,2019-03-30,2026-08-01,2026-08-14 00:26:12.005687
CUST001768,Female,1994-04-15,Johor,Johor Bahru,RM6k-10k,High,2022-06-22,2026-08-01,2026-08-14 00:26:12.005687
CUST001769,Female,1990-09-01,Sarawak,Miri,RM3k-6k,Low,2023-09-18,2026-08-01,2026-08-14 00:26:12.005687
CUST001770,Male,2000-12-04,Sabah,Sandakan,<RM3k,Medium,2023-01-30,2026-08-01,2026-08-14 00:26:12.005687
CUST001771,Male,1990-10-15,Kuala Lumpur,Kuala Lumpur,>RM15k,Low,2022-07-01,2026-08-01,2026-08-14 00:26:12.005687
CUST001772,Male,2001-11-22,Selangor,Petaling Jaya,>RM15k,Low,2023-12-10,2026-08-01,2026-08-14 00:26:12.005687
CUST001773,Male,1998-06-14,Johor,Johor Bahru,>RM15k,Low,2022-04-11,2026-08-01,2026-08-14 00:26:12.005687
CUST001774,Male,1975-11-08,Penang,George Town,<RM3k,Low,2022-11-26,2026-08-01,2026-08-14 00:26:12.005687
CUST001775,Male,1989-06-24,Kuala Lumpur,Kuala Lumpur,RM6k-10k,Low,2018-08-28,2026-08-01,2026-08-14 00:26:12.005687
CUST001776,Male,1967-12-14,Selangor,Klang,>RM15k,Low,2018-03-04,2026-08-01,2026-08-14 00:26:12.005687
CUST001777,Male,1993-12-18,Melaka,Melaka City,RM6k-10k,Medium,2019-04-25,2026-08-01,2026-08-14 00:26:12.005687
CUST001778,Female,1984-10-26,Johor,Johor Bahru,RM3k-6k,Medium,2022-04-26,2026-08-01,2026-08-14 00:26:12.005687
CUST001779,Female,1976-07-29,Sabah,Kota Kinabalu,RM6k-10k,Low,2021-03-03,2026-08-01,2026-08-14 00:26:12.005687
CUST001780,Female,1985-10-12,Johor,Batu Pahat,<RM3k,Medium,2020-12-05,2026-08-01,2026-08-14 00:26:12.005687
CUST001781,Female,1968-07-31,Johor,Muar,RM6k-10k,Low,2021-08-01,2026-08-01,2026-08-14 00:26:12.005687
CUST001782,Male,1985-06-29,Penang,Butterworth,RM10k-15k,Low,2025-11-30,2026-08-01,2026-08-14 00:26:12.005687
CUST001783,Female,1978-04-07,Selangor,Subang Jaya,<RM3k,High,2021-01-04,2026-08-01,2026-08-14 00:26:12.005687
CUST001784,Female,1970-10-07,Selangor,Petaling Jaya,<RM3k,Low,2021-07-21,2026-08-01,2026-08-14 00:26:12.005687
CUST001785,Female,2002-10-19,Negeri Sembilan,Seremban,RM6k-10k,Low,2022-01-08,2026-08-01,2026-08-14 00:26:12.005687
CUST001786,Male,1958-02-14,Sarawak,Miri,RM6k-10k,Medium,2024-03-11,2026-08-01,2026-08-14 00:26:12.005687
CUST001787,Female,1992-02-15,Sabah,Sandakan,RM3k-6k,Low,2023-11-13,2026-08-01,2026-08-14 00:26:12.005687
CUST001788,Male,1965-04-16,Kuala Lumpur,Kuala Lumpur,<RM3k,Low,2025-10-31,2026-08-01,2026-08-14 00:26:12.005687
CUST001789,Male,1965-11-26,Kuala Lumpur,Kuala Lumpur,RM10k-15k,Medium,2023-01-31,2026-08-01,2026-08-14 00:26:12.005687
CUST001790,Female,1962-07-26,Kuala Lumpur,Kuala Lumpur,RM3k-6k,Medium,2025-08-18,2026-08-01,2026-08-14 00:26:12.005687
CUST001791,Male,1960-01-07,Negeri Sembilan,Seremban,RM6k-10k,Low,2022-11-21,2026-08-01,2026-08-14 00:26:12.005687
CUST001792,Female,1961-01-26,Sarawak,Kuching,RM6k-10k,High,2022-04-22,2026-08-01,2026-08-14 00:26:12.005687
CUST001793,Female,1995-10-19,Johor,Batu Pahat,RM3k-6k,Low,2022-06-18,2026-08-01,2026-08-14 00:26:12.005687
CUST001794,Male,2000-05-20,Negeri Sembilan,Seremban,RM6k-10k,Low,2021-11-03,2026-08-01,2026-08-14 00:26:12.005687
CUST001795,Male,1983-08-27,Kuala Lumpur,Kuala Lumpur,RM6k-10k,Low,2019-08-10,2026-08-01,2026-08-14 00:26:12.005687
CUST001796,Female,1955-09-05,Penang,George Town,RM6k-10k,Low,2020-12-06,2026-08-01,2026-08-14 00:26:12.005687
CUST001797,Male,1997-05-11,Selangor,Subang Jaya,RM6k-10k,High,2022-11-02,2026-08-01,2026-08-14 00:26:12.005687
CUST001798,Female,1984-06-27,Selangor,Shah Alam,RM3k-6k,Medium,2022-11-06,2026-08-01,2026-08-14 00:26:12.005687
